年份,子赛事,学校,队伍名称,OS,查重分支,终选repo,初赛fork版,初赛fork版访问情况,源地址,源地址访问情况,决赛fork版,决赛fork版访问情况,备注
2021,内核实现赛道,北京大学,电脑配件队,XV6-CPP,master,,,空,https://gitlab.eduxiji.net/ckf104/test_commit,可访问,,空,
2021,内核实现赛道,北京大学,no stay up late,xv6-k210_nostayuplate,ver1.4,,,空,https://gitlab.eduxiji.net/AaronWu/oskernel2021-x,可访问,,空,
2021,内核实现赛道,北京工商大学,ATOM,Quark,master,,,空,https://gitlab.eduxiji.net/chenzhiy/atom,可访问,,空,
2021,内核实现赛道,北京航空航天大学,SOS,BUAA-SOS,master,,,空,https://gitlab.eduxiji.net/18373688/sos,可访问,,空,
2021,内核实现赛道,北京航空航天大学,^^^TOO_LOW^^^,mos_riscv,master,,,空,https://gitlab.eduxiji.net/buaawyk2/oskernel2021-too_low,可访问,,空,
2021,内核实现赛道,北京交通大学,pagefault,pagefaultos,master,,,空,https://gitlab.eduxiji.net/pagefault/oskernel2021-pagefaultos,可访问,,空,
2021,内核实现赛道,东北大学,0x80200000,SysCore,main,,,空,https://gitlab.eduxiji.net/iPear/syscore,可访问,,空,
2021,内核实现赛道,国防科技大学,小白闯江湖队,xv6-k210_小白闯江湖,master,,,空,https://gitlab.eduxiji.net/Misure/oskernel2021-x2,可访问,,空,
2021,内核实现赛道,哈尔滨工业大学（深圳）,UltraOS,UltraOS,master,,,空,https://gitlab.eduxiji.net/ultrateam/ultraos,可访问,,空,
2021,内核实现赛道,哈尔滨工业大学（深圳）,"啊普鲁派哒哒哒哒哒""; DROP DATABASE teams;",OSHIT,submission_repo,,,空,https://gitlab.eduxiji.net/willson0v0/oscomp_handin,可访问,,空,
2021,内核实现赛道,华中科技大学,3Los,xv6-k210,main,,,空,https://github.com/HUST-OS/xv6-k210 ,可访问,,空,
2021,内核实现赛道,南开大学,宫老师说的都对,RWOS,master,,,空,https://gitlab.eduxiji.net/Ruanzhihan/rwos,可访问,,空,
2021,内核实现赛道,青海大学,HDACP,xv6-k210_HDACP,master,,,空,https://gitlab.eduxiji.net/chino/chinos,可访问,,空,
2021,内核实现赛道,上海海洋大学,消失的发际线,LinanOS,master,,,空,https://gitlab.eduxiji.net/calvinxu17/oskernel2021-LinanOS,可访问,,空,
2021,内核实现赛道,西北工业大学,是谁在呼叫舰队,NPUcore,master,,,空,https://gitlab.eduxiji.net/zhanghr/os,可访问,,空,
2021,内核实现赛道,中国科学技术大学,kCore,kCore,master,,,空,https://gitlab.eduxiji.net/kcore2021/kcore,可访问,,空,
2021,内核实现赛道,中国科学院大学,404小队,oskernel2021-404,master,,,空,https://gitlab.eduxiji.net/HappyEric/oskernel2021-404,可访问,,空,
2021,内核实现赛道,中国石油大学（华东）,文火土豆丝,MagicOS on K210,master,,,空,https://gitlab.eduxiji.net/potato-kernal/cy-os,不可访问,https://gitlab.eduxiji.net/os-contest-2021-kernel-final-scene/potato-kernal-cy-os,可访问,
2021,内核实现赛道,重庆大学,广告位招租,openBHOS,refactor,,,空,https://gitlab.eduxiji.net/deng19992008/openbhos,可访问,,空,
2021,内核实现赛道,重庆师范大学,小骨头,xbook2,master,,,空,https://gitee.com/hzc1998/xbook2,可访问,,空,gitee版最新，github版： https://github.com/hzcx998/xbook2
2021,内核实现赛道,重庆邮电大学,TeamNameNotFound,AxeOS,master,,,空,https://gitlab.eduxiji.net/qq976243638/xos,可访问,,空,
2022,内核实现赛道,北京航空航天大学,图漏图森破,Too Low Too Simple Kernel,main,,https://gitlab.eduxiji.net/educg-group-13484-858191/19373469-1384,可访问,https://gitlab.eduxiji.net/19373469/oskernel2022-x.git,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/oskernel2022-x,可访问,
2022,内核实现赛道,北京科技大学,untitled-project(1)(2),oskernel22-untitled OS,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/USTB_NO1-3638,可访问,https://gitlab.eduxiji.net/nullpointer/os,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/USTB_NO1-2836,可访问,
2022,内核实现赛道,电子科技大学,RunOS,RunOS,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/weihuan_tang-3790,可访问,https://gitlab.eduxiji.net/weihuan_tang/runos,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/weihuan_tang-3910,可访问,
2022,内核实现赛道,哈尔滨工业大学,S0S,SOS,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/_404_-411,可访问,https://gitlab.eduxiji.net/_404_/oskernel2022-s0s.git,可访问,https://gitlab.eduxiji.net/educg-group-14158-894147/oskernel2022-s0s,可访问,
2022,内核实现赛道,哈尔滨工业大学（深圳）,FTL OS,FTL OS,master,,https://gitlab.eduxiji.net/educg-group-13484-858191/oskernel2022-ftlos,可访问,https://gitlab.eduxiji.net/DarkAngelEX/oskernel2022-ftlos.git,可访问,https://gitlab.eduxiji.net/educg-group-14157-894146/oskernel2022-ftlos,可访问,
2022,内核实现赛道,哈尔滨工业大学（深圳）,OopS,OopS,lmbench,,https://gitlab.eduxiji.net/educg-group-12100-765609/oskernel2022-oops,可访问,https://gitlab.eduxiji.net/ZYF_2001/oskernel2022-oops.git,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/oskernel2022-oops,可访问,
2022,内核实现赛道,哈尔滨工业大学(深圳),健康向上好青年,jkxs-OS,main,,https://gitlab.eduxiji.net/educg-group-13484-858191/oskernel2022,可访问,https://gitlab.eduxiji.net/dh2zz/oskernel2022,不可匿名访问；已回退决赛fork版,https://gitlab.eduxiji.net/educg-group-14157-894146/oskernel2022,可访问,
2022,内核实现赛道,哈尔滨工业大学（深圳）,随便取名不队,camOS,finals,,https://gitlab.eduxiji.net/educg-group-13484-858191/2022OS,可访问,https://gitlab.eduxiji.net/osdev/2022OS,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/2022OS,可访问,
2022,内核实现赛道,杭州电子科技大学,进击のOS,TATAKAos,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/os,可访问,https://gitlab.eduxiji.net/YzTz/os.git,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/os,可访问,
2022,内核实现赛道,杭州电子科技大学,段错误,RongOS,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/oskernel2022-segmentfault,可访问,https://gitlab.eduxiji.net/19061120/oskernel2022-segmentfault.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/19061120-2309,可访问,
2022,内核实现赛道,合肥工业大学,能run就行,xv6-k210_能run就行,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/853476998-820,可访问,https://gitlab.eduxiji.net/853476998/run,不可匿名访问；已回退决赛fork版,https://gitlab.eduxiji.net/educg-group-14238-914330/853476998-2958,可访问,
2022,内核实现赛道,合肥工业大学（宣城校区）,hfut.happy,oskernel-2022_hfut.happy,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/yyz-2267,可访问,https://gitlab.eduxiji.net/yyz/oskernel-1,不可匿名访问；已回退决赛fork版,https://gitlab.eduxiji.net/educg-group-14238-914330/yyz-3339,可访问,
2022,内核实现赛道,河南科技大学,啊队队队,oskernel2022-Byte-OS,module,,https://gitlab.eduxiji.net/educg-group-12100-765609/oskernel2022-byte-os,可访问,https://gitlab.eduxiji.net/alexsondes/oskernel2022-byte-os.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/oskernel2022-byte-os,可访问,
2022,内核实现赛道,湖南农业大学,马坡岭杂合子,LotusOS,finfal_second,,,空,https://gitlab.eduxiji.net/201941632110/oskernel2022-lotusos.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/201941632110-1210,可访问,
2022,内核实现赛道,华南理工大学,无中生系统,oskernel-2022_无中生系统,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/jarvis-1146,可访问,https://gitlab.eduxiji.net/jarvis/toyos.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/jarvis-647,可访问,
2022,内核实现赛道,华中科技大学,我永远喜欢少名针妙丸,oskernrl2022-rv6,master,,https://gitlab.eduxiji.net/educg-group-13484-858191/test-xv6,可访问,https://gitlab.eduxiji.net/Cty/oskernrl2022-rv6.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/oskernrl2022-rv6,可访问,
2022,内核实现赛道,南京大学,Three Easy Pieces,oskernel2022-ovo,k210,,https://gitlab.eduxiji.net/educg-group-12100-765609/piper-3298,可访问,https://gitlab.eduxiji.net/piper/oskernel2022-ovo.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/piper-2821,可访问,
2022,内核实现赛道,南京航空航天大学,-w以忽略所有警告,PAL_OperatingSystem,main,,https://gitlab.eduxiji.net/educg-group-12100-765609/qianpinyi-858,可访问,https://gitlab.eduxiji.net/qianpinyi/pal_operatingsystem,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/qianpinyi-377,可访问,
2022,内核实现赛道,南开大学,寿春,uCore-SMP,fu740,,https://gitlab.eduxiji.net/educg-group-12100-765609/ucore-smp,可访问,https://gitlab.eduxiji.net/hlw2014/ucore-smp,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/ucore-smp,可访问,
2022,内核实现赛道,南开大学,WHW,oskernel-2022_WHW,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/1911570-1951,可访问,https://gitlab.eduxiji.net/wsy/oskernel2022-whw.git,不可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/1911570-1414,可访问,
2022,内核实现赛道,清华大学,Maturin,oskernel-2022_Maturin,optional,,https://gitlab.eduxiji.net/educg-group-13484-858191/scPointer-1260,可访问,https://gitlab.eduxiji.net/scPointer/maturin.git,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/scPointer-812,可访问,
2022,内核实现赛道,上海海事大学,hart,oskernel-2022_hart,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/Gxm-405,可访问,https://gitlab.eduxiji.net/Gxm/yd_os.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/Gxm-3564,可访问,
2022,内核实现赛道,天津科技大学,代码掐架队,Tcore,main,,https://gitlab.eduxiji.net/educg-group-12100-765609/eulerfan-1843,可访问,https://gitlab.eduxiji.net/eulerfan/tcore.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/tcore,可访问,
2022,内核实现赛道,天津理工大学,Enforce Core,TJUT Enforce Core,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/910191774-1509,可访问,https://gitlab.eduxiji.net/910191774/oskernel2022-x,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/910191774-456,可访问,
2022,内核实现赛道,天津理工大学,有道理队,oskernel-2022_有道理队,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/youdaoli-team,可访问,https://gitlab.eduxiji.net/maoxianjia/oskernal2022-youdaoliteam.git,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/oskernal2022-youdaoliteam,可访问,
2022,内核实现赛道,天津理工大学,柯南队,TJUT-Conan,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/13119492637-1032,可访问,https://gitlab.eduxiji.net/13119492637/cscc-xv6-k210,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/13119492637-2832,可访问,
2022,内核实现赛道,西北工业大学,NPUcore,NPUcore,comp-3-qemu,,https://gitlab.eduxiji.net/educg-group-12100-765609/2019301887-2665,可访问,https://gitlab.eduxiji.net/2019301887/oskernel2022-npucore.git,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/oskernel2022-npucore,可访问,
2022,内核实现赛道,浙江大学,caporustos,capoRustOS,usershell,,https://gitlab.eduxiji.net/educg-group-13484-858191/yhwu_is-2799,可访问,https://gitlab.eduxiji.net/yhwu_is/oskernel2022-caporustos,可访问,https://gitlab.eduxiji.net/educg-group-14239-914332/yhwu_is-1516,可访问,
2022,内核实现赛道,中国科学院大学,C-core,2022OS-C-core,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/2022os-c-core,可访问,https://gitlab.eduxiji.net/c-core1/2022os-c-core.git,私密,https://gitlab.eduxiji.net/educg-group-14239-914332/2022os-c-core,可访问,
2022,内核实现赛道,中国石油大学（北京）,你说对就队,oskernel-2022-cup_你说对就队,master,,https://gitlab.eduxiji.net/educg-group-12100-765609/CG2019011412-3869,可访问,https://gitlab.eduxiji.net/CG2019011412/oskernel-2022-cup,可访问,https://gitlab.eduxiji.net/educg-group-14238-914330/CG2019011412-1625,可访问,
2023,内核实现赛道,北京航空航天大学,种田队,FarmOS,master,,,空,https://gitlab.eduxiji.net/202310006101080/zhongtianos,可访问,,空,
2023,内核实现赛道,北京航空航天大学,Exaros,ExarOS,master,,,空,https://gitlab.eduxiji.net/Thysrael/exaros,可访问,,空,
2023,内核实现赛道,北京科技大学,Main.os(2)(1)(1),OSKernel2023-Main.os(2)(1)(1),main,,,空,https://gitlab.eduxiji.net/202310008101520/oskernel2023-x,可访问,,空,
2023,内核实现赛道,北京科技大学,git_push,xv6-k210_git_push,sig_comp,,,空,https://gitlab.eduxiji.net/git_push/oskernel2023-git_push,可访问,,空,
2023,内核实现赛道,北京理工大学,Alien,AlienOS,dev,,,空,https://github.com/Godones/Alien,可访问,,空,
2023,内核实现赛道,东北大学,终结者-FIVE,ender-v,main,,,空,https://gitlab.eduxiji.net/202310145101593/ender-v,可访问,,空,
2023,内核实现赛道,东北大学,Code_neuquare,oskernel2023-x_Code_neuquare,main,,,空,https://gitlab.eduxiji.net/JokicX/oskernel2023-x,可访问,,空,
2023,内核实现赛道,广东工业大学,接下来我要表扬一款游戏,OSKernel2023-GDUT,main,,,空,https://gitlab.eduxiji.net/202311845101096/oskernel2023-gdut,可访问,,空,
2023,内核实现赛道,哈尔滨工业大学,SOS,SOS,master,,,空,https://gitlab.eduxiji.net/_404_/OSKernel2023-SOS,可访问,,空,
2023,内核实现赛道,哈尔滨工业大学（深圳）,Titanix,OSKernel2023-Titanix,master,,,空,https://gitlab.eduxiji.net/202318123101314/oskernel2023-Titanix,可访问,,空,
2023,内核实现赛道,哈尔滨工业大学（深圳）,MankorOS,trace-export,trace-export,,,空,https://gitlab.eduxiji.net/MankorOS/OSKernel2023-MankorOS,可访问,,空,
2023,内核实现赛道,哈尔滨工业大学（深圳）,MoOS,MoOS,remaster,,,空,https://gitlab.eduxiji.net/202318123101332/OSKernel2023-MoOS,可访问,,空,
2023,内核实现赛道,杭州电子科技大学,LostWakeup,LostWakeupOS,board_test,,,空,https://gitlab.eduxiji.net/202310336101112/LostWakeup,可访问,,空,
2023,内核实现赛道,杭州电子科技大学,BiteTheDisk,OSKernel2023_BiteTheDisk,new-fu740,,,空,https://gitlab.eduxiji.net/bite_the_disk/oskernel2023_bitethedisk,可访问,,空,
2023,内核实现赛道,合肥工业大学,OurOS,OurOS,final,,,空,https://gitlab.eduxiji.net/202310359101097/oskernel2023-ouros,可访问,,空,
2023,内核实现赛道,河南科技大学,你说对不队,oskernel2023-ByteOS,dev,,,空,https://gitlab.eduxiji.net/202310464101015/oskernel2023-byteos,可访问,,空,
2023,内核实现赛道,华中科技大学,AVX,oskernel2023-AVX,master,,,空,https://gitlab.eduxiji.net/202310487101114/oskernel2023-avx,可访问,,空,
2023,内核实现赛道,华中科技大学,ZMZ,oskernel2023-ZMZ,display,,,空,https://gitlab.eduxiji.net/202310487101048/oskernel2023-zmz,可访问,,空,
2023,内核实现赛道,清华大学,Starry,StarryOS,master,,,空,https://gitlab.eduxiji.net/202310003101649/starry,可访问,,空,
2023,内核实现赛道,上海海洋大学,根本写不队,Rift-OS,main,,,空,https://gitlab.eduxiji.net/202310264101155/oskernel2023-rift-os,可访问,,空,
2023,内核实现赛道,武汉大学,AA5555AA,LuoOS,qemu-final-submit,,,空,https://gitlab.eduxiji.net/202310486101581/luoos,可访问,,空,
2023,内核实现赛道,西安交通大学,PLNTRY,OSKernel2023-umi,deployed,,,空,https://gitlab.eduxiji.net/PLNTRY/OSKernel2023-umi,可访问,,空,
2023,内核实现赛道,西安邮电大学,你宁可空转也不愿被我抢占,OSKernel2023-XUPT-Orz,master,,,空,https://gitlab.eduxiji.net/202311664101068/oskernel2023-xupt-orz,可访问,,空,
2023,内核实现赛道,西北工业大学,NPUcore+,NPUcore+,master,,,空,https://gitlab.eduxiji.net/202310699101073/oskernel2023-npucore-plus,可访问,,空,
2023,内核实现赛道,中国科学院大学,编写吧!NutOS,nutos,master,,,空,https://gitlab.eduxiji.net/202314430101195/oskernel2023-nutos,可访问,,空,
2023,内核实现赛道,中国科学院大学,550W,OSKernel2023-550W,master,,,空,https://gitlab.eduxiji.net/202314430101100/OSKernel2023-550W.git,可访问,,空,
2023,内核实现赛道,中山大学,Runable,OSKernel2023-Runable,master,,,空,https://gitlab.eduxiji.net/runable/oskernel2023-Runable,可访问,,空,
2024,内核实现赛道,北京科技大学,chaos,ChaOS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410008992750-3141,可访问,https://gitlab.eduxiji.net/T202410008992750/oskernel2024-chaos,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/oskernel2024-chaos,可访问,
2024,内核实现赛道,大连理工大学城市学院,我芯澎湃,HyperOS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202413198993147-194,可访问,https://gitlab.eduxiji.net/T202413198993147/hyperos,可访问,https://gitlab.eduxiji.net/educg-group-26011-2376549/hyperos,可访问,
2024,内核实现赛道,东北大学秦皇岛分校,neuqOS,neuqOS,vf2,,https://gitlab.eduxiji.net/educg-group-22024-2210153/neuq-rcore,可访问,https://gitlab.eduxiji.net/T202419145993048/neuq-rcore,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202419145993048-647,可访问,
2024,内核实现赛道,哈尔滨工业大学,ᕕ(◠ڼ◠)ᕗ旺仔,ARONA OS,ext4,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410213992561-598,可访问,https://gitlab.eduxiji.net/T202410213992561/AronaOS-4,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410213992561-2280,可访问,
2024,内核实现赛道,哈尔滨工业大学,练习时长两年半,MinotaurOS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410213992712-2347,可访问,https://gitlab.eduxiji.net/T202410213992712/oskernel2024-minotauros,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410213992712-3123,可访问,
2024,内核实现赛道,哈尔滨工业大学,Refill,OS vnx,ls2k1000la,,https://gitlab.eduxiji.net/educg-group-22025-2210134/T202410213992605-4059,可访问,https://gitlab.eduxiji.net/T202410213992605/oskernel2024-vnx,可访问,https://gitlab.eduxiji.net/educg-group-26011-2376549/T202410213992605-85,可访问,
2024,内核实现赛道,哈尔滨工业大学（深圳）,Phoenix,Phoenix ,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202418123993075-3283,可访问,https://github.com/ChenRuiwei/Phoenix,空,https://github.com/oscomp/first-prize-osk2024-phoenix,可访问,
2024,内核实现赛道,哈尔滨理工大学,NPUcore-whoami,NPUcore-whoami,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410214992509-3587,可访问,https://gitlab.eduxiji.net/T202410214992509/OSKernel2024-NPUcore-whoami,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410214992509-3687,可访问,
2024,内核实现赛道,杭州电子科技大学,Pantheon,Pantheon,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410336992584-2081,可访问,https://gitlab.eduxiji.net/T202410336992584/oskernel-2024-pantheon,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410336992584-3678,可访问,
2024,内核实现赛道,合肥工业大学,比赛时在干什么有没有空帮我修个bug,BugOS,master,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410359992600-1812,可访问,https://gitlab.eduxiji.net/T202410359992600/oskernel2024-bugos,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410359992600-273,可访问,
2024,内核实现赛道,合肥工业大学,赤道会师,OSKernel2024-Equator,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410359992686-915,可访问,,空,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410359992686-2094,可访问,
2024,内核实现赛道,合肥工业大学,小混子队,OSKernel2024-xiaohunzi,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410359992729-2152,可访问,,空,https://gitlab.eduxiji.net/educg-group-26010-2376550/oskernel2024-xiaohunzi,可访问,
2024,内核实现赛道,河南科技大学,海底小纵队,ByteOS,final-step-2,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410464992703-1884,可访问,https://gitlab.eduxiji.net/T202410464992703/oskernel2024-haust,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410464992703-3223,可访问,
2024,内核实现赛道,河南理工大学,NPUcore-重生之我是秦始皇,NPUcoreLA,main,,https://gitlab.eduxiji.net/educg-group-22025-2210134/T202410460992502-666,可访问,https://gitlab.eduxiji.net/T202410460992502/oskernel2024-npucorela,可访问,https://gitlab.eduxiji.net/educg-group-26011-2376549/T202410460992502-2319,可访问,
2024,内核实现赛道,湖北民族大学,刘奶奶找牛奶奶买牛奶队,MyOs,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410517992471-1082,可访问,https://gitlab.eduxiji.net/T202410517992471/MyOs,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410517992471-3214,可访问,
2024,内核实现赛道,华东师范大学,ECNU九队,TOYOS,qemu-3-fixed,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410269992492-2039,可访问,https://gitlab.eduxiji.net/T202410269992492/oskernel2024-oscode,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410269992492-843,可访问,
2024,内核实现赛道,华中科技大学,厚积薄发队,Hajimi OS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410487992577-1272,可访问,https://gitlab.eduxiji.net/T202410487992577/Hajimi-OS,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410487992577-3161,可访问,
2024,内核实现赛道,华中科技大学,cabbageOS,cabbageOS,feat/disk_accel,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410487992456-3440,可访问,https://gitlab.eduxiji.net/T202410487992456/cabbageos,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410487992456-422,可访问,
2024,内核实现赛道,华中科技大学,RustTrustHuster,TrustOS,master,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410487992457-352,可访问,https://gitlab.eduxiji.net/rusttrusthuster/oskernel2024-trustos,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410487992457-1800,可访问,
2024,内核实现赛道,华中科技大学,刀片超车,AVX-LA,final_wty1,,https://gitlab.eduxiji.net/educg-group-22025-2210134/T202410487993009-1781,可访问,https://gitlab.eduxiji.net/T202410487993009/AVX-LoongArch64,可访问,https://gitlab.eduxiji.net/educg-group-26011-2376549/T202410487993009-1211,可访问,
2024,内核实现赛道,吉林大学,10183_BOOT,10183_BOOT Kernel,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410183992516-2438,可访问,https://gitlab.eduxiji.net/T202410183992516/oskernel2024-10183boot,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410183992516-775,可访问,
2024,内核实现赛道,南京航空航天大学,学到东西就算胜利队,GalaxyOS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410287992637-2601,可访问,https://gitlab.eduxiji.net/T202410287992637/oskernel2024-galaxyos,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410287992637-1454,不可访问,
2024,内核实现赛道,南京航空航天大学,undefinedType,EcallFinal1_OS,kkk_final,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410287992755-3487,可访问,https://gitlab.eduxiji.net/T202410287992755/ecallfinal1_os,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410287992755-2176,可访问,
2024,内核实现赛道,南京理工大学,月光加冕贝拉拉,OSKernel2024-BellaV,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410288992519-244,可访问,https://gitlab.eduxiji.net/T202410288992519/oskernel2024-bellav,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410288992519-2849,可访问,
2024,内核实现赛道,南开大学,萌新,ZeroOS,main,,https://gitlab.eduxiji.net/educg-group-22025-2210134/T202410055992606-3389,可访问,https://gitlab.eduxiji.net/T202410055992606/oskernel2024-ggget,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410055992606-2876,可访问,
2024,内核实现赛道,宁波工程学院,孤独的根号五,ROOT5OS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202411058992483-2654,可访问,https://gitlab.eduxiji.net/T202411058992483/root5OS,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202411058992483-3556,可访问,
2024,内核实现赛道,上海交通大学,ChCore,CHCore,pre_submission,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410248992613-905,可访问,https://gitlab.eduxiji.net/T202410248992613/oskernel2024-chcore,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410248992613-106,可访问,
2024,内核实现赛道,四川大学,SCUCCS-CST-SRA,LoOS,oscomp2024,,https://gitlab.eduxiji.net/educg-group-22025-2210134/T202410610993313-2959,可访问,https://gitlab.eduxiji.net/scuccs-cst-sra-group/loos,可访问,https://gitlab.eduxiji.net/educg-group-26011-2376549/T202410610993313-2141,可访问,
2024,内核实现赛道,天津大学,RuaruaOs,RuaruaOs,master,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410056992657-530,可访问,,空,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410056992657-49,可访问,
2024,内核实现赛道,武汉大学,俺争取不掉队,XN6 - Xn6 is Not XV6,2k1000la-dp,,https://gitlab.eduxiji.net/educg-group-22025-2210134/T202410486992576-1208,可访问,https://gitlab.eduxiji.net/T202410486992576/OSKernel2024-2k1000la-xv6,可访问,https://gitlab.eduxiji.net/educg-group-26011-2376549/T202410486992576-4059,可访问,
2024,内核实现赛道,武汉科技大学,ASVOS,ASVOS,main,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410488992741-131,可访问,https://gitlab.eduxiji.net/T202410488992741/asvos,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410488992741-2142,可访问,
2024,内核实现赛道,西安理工大学,NPUcore-无所畏惧,NPUcore+,master,,https://gitlab.eduxiji.net/educg-group-22024-2210153/T202410700992507-663,可访问,https://gitlab.eduxiji.net/qianyu/oskernel2024-npucore,可访问,https://gitlab.eduxiji.net/educg-group-26010-2376550/T202410700992507-2477,可访问,
